GEOID,prediction_id,status
44007016100,e27f9ab7-5544-4fa6-891c-9495d2a906d7,done
44007016300,a16e474d-6a86-4340-ba8c-f67dcb3d1b60,done
44007011701,8b80fac9-6c69-401c-9eb1-2067efd3c7ec,done
44007012300,a7431a14-4de7-4d40-8da8-d36f13c2532c,done
44007013102,19f4685c-1649-4b3e-a151-a5733b65d7c0,done
44007012601,8506bc9d-b1ea-49ae-a47f-42494ecb9251,done
44007014600,838c53f7-147c-4cce-b4ad-d63b88a529d6,done
44007014501,c2f3eba3-0092-44d3-8085-d0334bc9acfa,done
44007010300,19ad35bc-64ee-4bc9-960e-d40815c31a74,done
44007012401,c82c4d86-9470-48a0-8515-7bfa09c0a20e,done
44007011600,c9455c52-7aee-4aa6-906b-aaa83446afe2,done
44007003601,600dde51-4ba3-4f3e-b45e-c76f774e7ca3,done
44007013202,f73bf0d1-d871-4cfa-827d-126c6c09e103,done
44007013900,b0563d62-82d0-4c05-aeb0-73972b1b7385,done
44007011702,9bb3d4f7-d0d3-4ae0-b59e-e3ae24403e92,done
44007016500,8b0fa8b8-ee6f-4a8c-b30f-9a030f9b87c1,done
44007012803,6554e69c-996a-442b-a3a8-c42983932476,done
44007012801,e3725030-edb5-4bec-9306-02e8abc73b3b,done
44007011302,7e3aaaa5-d187-4e7b-9932-42598a589c09,done
44007001700,c897ba60-2154-45f8-a6a9-1d66478b3ef7,done
44007003200,bf2f8701-cb0a-4a89-8330-c6b98398b34b,done
44007014000,2aee056a-041b-46cb-a0f0-fa3ee8386c1e,done
44007016400,00eb279f-af5f-49d3-949d-aca3267e4824,done
44007016600,03f7c9d9-3d3e-4c48-aed6-5e08a71f3ccd,done
44007016700,81e5fba3-979a-403f-93d4-cf9c8746b911,done
44007016800,65bb56ad-80f3-4988-acd3-6c1b2a8211aa,done
44007016900,05f2fa80-4a37-4d1d-9206-32deab9208ff,done
44007017000,c0b6fc25-d4a9-4c7f-9f5a-2284eb98bea8,done
44007017100,61790e62-2072-4746-b48a-984a7ac3cf25,done
44007017300,bd32aa33-d658-498f-84d0-fc7f37b631b1,submitted
44007010502,58b65605-09b6-4d6d-8229-e93b47386599,done
44007011200,8251d0cf-f75e-4ae9-ac3d-ddf944d7b939,done
44007018500,e9b4bc6b-b351-4c11-9b3e-98141602ceb8,done
44007013001,c696365a-d127-44ac-9572-3afa6e67593f,done
44007011500,3768bb59-66ba-41b4-87be-aea64d09399e,done
44007013201,4c8cce06-9278-4747-ae13-bc6fa3fe4dd9,done
44007012500,ea899c09-ed88-48b9-9043-457081db31e1,done
44007010102,d300da70-0833-4142-88dd-c5e06733bb91,done
44007017400,2fdc0a4a-6be5-4583-ba8a-a48dc4c8a0dc,done
44007011402,663099b6-4708-46f4-b0f5-b4297da36861,done
44007012200,5155d4b5-fe7b-461e-a8c5-fd839944c856,done
44007011301,c4e40477-a720-42d0-a3c2-b88ca5869516,done
44007017500,8fcc12c5-6e2c-4fad-8fe5-55929155967d,done
44007017600,21f025e0-b45e-4465-b91e-3f48ae367c89,done
44007017700,89def687-33c2-4772-91cb-bf2cb67b4042,done
44007017800,d6f8a281-25ae-499e-a62d-2f658193ba91,done
44007017900,53af75ef-dbcc-4a64-8da4-8e45d7aac1ff,done
44007018000,f040e327-8f1b-432c-acf0-c2079637c09c,done
44007012702,b038cedd-bc96-41bf-aa75-17fa84334c51,done
44007013002,346620f4-f002-4012-ae04-32558a5a3809,done
44007015900,67d39adb-b75f-482a-8499-fd371811b6f4,done
44007002000,d4a0f81b-4cf4-4d2d-9243-0c8d35c5ce48,done
44007012701,c36a805b-5bbc-4fe0-b5e4-bdbc28b8ede3,done
44007014300,c6d4d743-ea77-4c4f-aa22-e6a46d6dc6c4,done
44007000101,350605cb-d39f-4e64-abf9-7828c172518c,done
44007010501,cdabf8b5-1e8b-47aa-b94d-a14fa49550ef,done
44007015600,7c1296d0-2d3b-4cf6-8725-b3dcd5b88b2e,done
44007012900,3ad9bafb-7450-483e-894f-f6bdc944dc65,done
44007018400,e530e356-6203-478f-b461-046997568470,done
44007013101,ee44f329-f92a-415d-a800-c12c2605aef2,done
44007000200,32b0a49f-e0e6-4d21-bd6e-27e333d20f7f,done
44007000400,66b38569-1dce-4f1b-994f-c4736219195b,done
44007000102,c15e57d8-98da-4519-b01e-d97403643c3b,done
44007000500,b93f40f2-b72a-4acc-a82f-f83704e159fb,done
44007000600,6e6bb914-a2d2-4c2e-ab94-361e4e99096d,done
44007000700,5253f079-0dbc-4648-82ba-0dd4e3cca8a6,done
44007000800,533eabd1-6662-419c-b6df-3ff92a9c3293,done
44007000900,3ca3c4ae-603f-4f5d-afcb-64a3773ac6db,done
44007001000,853ab2dc-300c-4aef-a7ca-8351ce33c24c,done
44007001100,746cd91c-87ce-4104-876f-e7e8dc8bc044,done
44007001200,680a47b4-e8cf-41c2-a042-5de015932bc7,done
44007001300,c26437e5-e251-4f99-920e-6656d4b604a0,done
44007001500,ad8fbe10-60cd-4304-a66a-615e66590c0a,done
44005041702,7524b41e-1704-4556-a253-5149cad29c3e,done
44007001900,bc4456d8-a388-453d-a4d1-8e24b715484b,done
44007002200,d455f68f-0707-4d13-b70f-6f8c57875d05,done
44007002300,01f8aedf-7c1b-4cab-a513-9eed0d2f3569,done
44007002500,8061e1df-2d19-41d4-a9ba-c31042a54e5d,done
44007002600,1590fb3a-6807-4a85-aab6-583cbc1a9b04,done
44007002700,9609f496-c8ed-40e0-8d49-7a3c0f1f63f9,done
44005041701,7be6c15e-f046-40db-96e9-0676341010c2,done
44007003100,797e6b17-f9a3-4f59-bfbf-e88f0ac8de84,done
44007003300,c19b9767-598d-4fa8-a0bf-c74daf5f788f,done
44007003400,4722944d-9d91-4d12-8c4d-c29174feebac,done
44007003500,03b6f49e-4228-416e-a24c-82ac9c915e1c,done
44007003602,0818df3f-02fa-4d7d-b971-d4a52b4640c8,done
44007003700,e6bc4748-1a03-439e-86af-8601692dc194,done
44007010101,7d53b408-3f3b-486a-9871-d9260508355f,done
44007010200,d4185603-5b77-43de-a72c-82bd9745c60c,done
44007002900,2e5fea3c-1eb6-4636-82ab-3adb2b6c676f,done
44007010400,9fa39065-b08c-4ff7-96d9-de7379979b85,done
44007014700,b707a456-1880-4351-8f6b-7c761f32a792,done
44007001800,ce97b559-9b63-4a1a-9b10-b57e04681e58,done
44007002400,869f95b8-b3c1-4d2d-9bc6-64c5ea286073,done
44007001400,0c9430ac-96fd-4dd8-ab5f-88357990fd35,done
